0,9997533;61903
0;463
0;463
0;463
0,99950916;61903
0;463
0;463
0;463
0;463
0,00024414;463
0;463
0,9997533;61903
0;463
0;463
0;463
0;463
0,9997533;61903
0,9997533;61902
0,9997533;61902
0,99950916;61902
0,9997533;61902
0,9997533;61902
0,00024414;462
0;462
0,99950916;61902
0;462
0;462
0,99950916;61902
0;461
0,9997533;61901
0,9997533;61901
0,00024414;461
0,99926502;61901
0,9997533;61901
0,9997533;61901
0;461
0,00024414;461
0,99950916;61901
0,99950916;61900
0,9997533;61900
0;460
0,99950916;61900
0,00048828;460
0;460
0,9997533;61900
0,9997533;61900
0,9997533;61900
0;460
0,99926502;61900
0,9997533;61899
0,9997533;61899
0;459
0,9997533;61899
0,00024414;459
0,9997533;61899
0;459
0,00024414;459
0;459
0;459
0,9997533;61899
0;459
0,00024414;459
0,00048828;459
0,00024414;459
0,9997533;61899
0;459
0,9997533;61899
0;459
0,99926502;61899
0;459
0,99950916;61899
0,99950916;61899
0,99950916;61899
0,00024414;458
0,99950916;61898
0,9997533;61898
0;458
0,99950916;61898
0,99950916;61898
0;458
0,99950916;61898
0,00024414;457
0,00024414;457
0;457
0;457
0,00024414;457
0,00024414;457
0,9997533;61897
0,00024414;457
0,9997533;61897
0;457
0,99950916;61897
0;457
0;457
0,00024414;457
0,9997533;61897
0;457
0,9997533;61897
0,9997533;61897
0;457
0;457
0;457
0,99950916;61897
0,9997533;61897
0,99950916;61897
0;457
0,00024414;457
0,00024414;457
0,9997533;61897
0,99950916;61897
0;456
0,00048828;456
0,99950916;61896
0;456
0,9997533;61896
0,00024414;456
0;456
0,99950916;61896
0,00024414;456
0,00024414;456
0,9997533;61896
0,9997533;61896
0;456
0,9997533;61896
0,9997533;61896
0;456
0,00024414;456
0;456
0;456
0,9997533;61896
0,9997533;61896
0;456
0,00024414;456
0;456
0,00024414;456
0;456
0;456
0;456
0;456
0,99926502;61896
0,99950916;61896
0,99950916;61896
0,99950916;61895
0;455
0,9997533;61895
0,9997533;61895
0,9997533;61895
0,9997533;61895
0,9997533;61895
0,9997533;61894
0,9997533;61894
0,00024414;454
0,00024414;454
0,00024414;454
0,9997533;61894
0,9997533;61894
0;454
0,00024414;454
0,00024414;454
0,00024414;454
0;454
0,00024414;454
0,9997533;61894
0,00024414;454
0;454
0,9997533;61894
0,9997533;61894
0,9997533;61894
0;454
0,99950916;61894
0,9997533;61894
0;454
0,00024414;454
0,99926502;61894
0;454
0,9997533;61894
0,99950916;61894
0,00024414;453
0,00024414;453
0,00048828;453
0,99950916;61893
0,00024414;453
0;453
0,99950916;61893
0;453
0;453
0,00024414;453
0,9997533;61893
0,9997533;61893
0,9997533;61893
0,00048828;453
0,00024414;453
0,00024414;453
0;453
0;453
0,9997533;61893
0;453
0,99926502;61893
0,9997533;61893
0,99950916;61893
0,00024414;453
0;453
0,9997533;61893
0;453
0,00024414;453
0,00048828;453
0,00024414;453
0,99950916;61893
0,9997533;61893
0,99950916;61893
0;453
0,00024414;453
0,9997533;61893
0,00024414;453
0,9997533;61893
0;453
0;453
0;453
0;453
0,00024414;453
0;453
0;453
0,00024414;453
0,99950916;61893
0;453
0,00024414;453
0;453
0;453
0,9997533;61893
0;453
0;453
0;453
0;453
0;453
0;453
0;453
0;453
0;453
0;453
0,99950916;61893
0,99950916;61892
0;452
0,9997533;61892
0,9997533;61892
0,9997533;61892
0;452
0,00048828;452
0,9997533;61892
0,00024414;452
0,9997533;61892
0;452
0,9997533;61892
0;452
0,00024414;452
0;452
0,00024414;452
0,9997533;61892
0;452
0,9997533;61892
0,99902088;61892
0,99950916;61891
0,00024414;451
0,00024414;451
0,9997533;61891
0,00024414;451
0;451
0,00024414;451
0;451
0,00024414;451
0,00024414;451
0,99950916;61891
0;451
0,00024414;451
0,99950916;61891
0,00024414;451
0,00024414;451
0,9997533;61891
0;451
0,9997533;61891
0;451
0;451
0,00024414;451
0;451
0;451
0,00048828;451
0,99926502;61891
0,00024414;451
0,9997533;61891
0;451
0,9997533;61891
0,9997533;61891
0;451
0;451
0,9997533;61891
0;451
0,9997533;61891
0,9997533;61891
0;450
0;450
0,00024414;450
0,9997533;61890
0,00024414;450
0,9997533;61890
0,9997533;61890
0,00024414;450
0,99950916;61890
0,9997533;61890
0;450
0;450
0,00024414;450
0,9997533;61890
0,9997533;61890
0,99950916;61890
0;450
0;450
0,9997533;61890
0,00048828;450
0,9997533;61890
0,9997533;61890
0,9997533;61890
0,00024414;450
0,00024414;450
0,00024414;450
0;450
0,00024414;
